Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
3.012082000000000,605,N,'169',Write,ACK
3.012366500000000,606,N,),Write,ACK
3.012596500000000,607,N,-,Write,ACK
3.012826000000000,608,N,),Write,ACK
3.013115500000000,609,N,'169',Write,ACK
3.013345500000000,610,N,'173',Write,ACK
3.013575000000000,611,N,'169',Write,ACK
3.013860000000000,612,N,),Write,ACK
3.014090500000000,613,N,-,Write,ACK
3.014320000000000,614,N,),Write,ACK
3.014600000000000,615,N,'169',Write,ACK
3.014829500000000,616,N,'173',Write,ACK
3.015059500000000,617,N,'169',Write,ACK
3.015344000000000,618,N,),Write,ACK
3.015574000000000,619,N,-,Write,ACK
3.015803500000000,620,N,),Write,ACK
3.016088500000000,621,N,'169',Write,ACK
3.016318000000000,622,N,'173',Write,ACK
3.016547500000000,623,N,'169',Write,ACK
3.016832500000000,624,N,9,Write,ACK
3.017062000000000,625,N,=,Write,ACK
3.017292000000000,626,N,9,Write,ACK
3.017571500000000,627,N,'137',Write,ACK
3.017801500000000,628,N,'141',Write,ACK
3.018031000000000,629,N,'137',Write,ACK
3.619004500000000,630,N,'8',Write,ACK
3.619234000000000,631,N,'12',Write,ACK
3.619464000000000,632,N,'8',Write,ACK
3.619748500000000,633,N,'24',Write,ACK
3.619983500000000,634,N,'28',Write,ACK
3.620213000000000,635,N,'24',Write,ACK
3.622655000000000,636,N,'136',Write,ACK
3.622885000000000,637,N,'140',Write,ACK
3.623114500000000,638,N,'136',Write,ACK
3.623399500000000,639,N,'8',Write,ACK
3.623629000000000,640,N,'12',Write,ACK
3.623859000000000,641,N,'8',Write,ACK
3.624154000000000,642,N,),Write,ACK
3.624383500000000,643,N,-,Write,ACK
3.624613000000000,644,N,),Write,ACK
3.624893000000000,645,N,\t,Write,ACK
3.625122500000000,646,N,\r,Write,ACK
3.625352500000000,647,N,\t,Write,ACK
3.625637000000000,648,N,I,Write,ACK
